,Resenha,Rating,Resenha Modificada
39,"O sofrido caminho de Frodo Bolseiro e seus amigos
-Tudo começa com a festa de 111 anos de Bilbo Bolseiro, de passaram mais de cinquenta anos da aventura nas terras da montanha solitária e a queda de Smaug o terrível. E a melhor das festas de Hobbits até o momento foi a de Bilbo e Frodo, ambos completavam idade nova no mesmo dia, porém o que ninguém esperava é que a festa na realidade era uma despedida de Bilbo que já se sentia muito velho e queria ver o campo e as montanhas outra vez antes de morrer.
Então Frodo e seus três amigos saem do Condado em direção ao desconhecido mundo além de sua terra natal, e chegando a floresta enfrentam muitos perigos e o velho salgueiro cinzento se destacou entre estes, esta arvore contava uma melodia e aprisionava os que passavam pela floresta. De fato foi o que ocorreu com seus amigos, então Frodo teve a ajuda de um distinto morador da floresta Tom Bombadil o senhor da floresta. Quando de fato eles saíram de um perigo foi para entrar em outro, pois encontraram as criaturas tumulares e foram capturados, e novamente Tom os ajudou, e posso dizer que sem ele estariam perdidos. Agora seguem o rumo para cidade de Bri para encontrar o Pônei Saltitante (a estalagem da cidade). Já acomodados na estalagem Frodo e seus amigos vão para o salão principal para se divertirem e beber, o perigo era porque eles deveriam passar despercebidos, o que de fato não aconteceu já que Frodo escorregou e o anel se projetou em seu dedo fazendo ele sumir da vista de todos. E foi aí que Passolargo (viajante errante) foi falar que ele estava chamando muita atenção onde não deveriam sequer serem vistos.""
Partindo do Poney Saltitante encontraram muitos perigos para chegar em Valfenda (Casa de Elrond o chefe dos Elfos).... o pior deles foram os cavaleiros negros (reis de outrora) servidores fieis de Saurom tentando resgatar o anel. Perseguiram Frodo que montava um cavalo deixando seus amigos para mate-los a salvo até o vau que ficava próximo a terra dos elfos e no momento que tudo parecia perdido na fuga empreendida pelo bolseiro, Elrond ordenou que as aguas se levantassem impedindo os cavaleiros de passar e assim foram levados pela correnteza. Após passarem alguns dias em Valfenda foi decidido que o anel não poderia ficar lá, teria de ser levado a montanha da perdição onde foi criado pelo senhor do escuro. Depois de muita discussão Frodo se ofereceu para levar o anel mesmo sem saber o caminho... então foi criada a sociedade do anel, formada por Frodo e seus três amigos, o anão Ginli, Legolas (elfo da floresta), Passolargo, Boromir (de Gondor) e finalmente Gandolf (o cinzento) assim denominada a comitiva do Anel os nove. Partiram em seguida sempre com o inimigo a espreita, quando chegaram a passagem da montanha Caradhras foram impedidos de seguir pela forte neve. Então decidiram ir por dentro da escuridão de Moria (cidade montanha dos anões). Mas o que aguardava mais uma vez era o perigo mortal além de Orks encontraram um Balrog (um servidor das sombras) que atacou a comitiva. E o mago o enfrentou com toda coragem que tinha quebrando a ponte de pedra impedindo o monstro de passar, mas antes de cair ele jogou o seu chicote no mago amarrando-o pelas pernas e puxando-o junto a ele para a escuridão, e assim caiu Gandolf o cinzento. Mas o restante conseguiu sair das Montanhas de Moria e passaram por este perigo.
Com sua comitiva incompleta, foi um golpe muito forte a perda do mago Gandolf. Mas tiveram de seguir em frente com todas as dificuldades seguindo para terra dos Elfos da terra de Lothlórien a rainha Galadriel e seu marido Celeborn os acolheram antes de trilhar seu caminho adiante e depois de passados alguns dias partiram para completar sua missão com o fardo pesado sobre os cuidados de Frodo Bolseiro. Neste meio tempo sofreram ataques de Orks foram emboscados, Boromir (de Gondor) tentou tirar o anel a força mais não conseguiu. Então Frodo decide seguir seu caminho sozinho mais acaba levando consigo seu fiel amigo Samwaise Gangi.",5,sofr caminh frod bols amig começ fest ano bilb bols pass cinquent ano avent terr montanh solitár qued smaug terr melhor fest hobbit moment bilb frod ambos complet idad nov dia porém ninguém esper fest real desped bilb sent velh quer ver camp montanh outr vez ant morr ent frod trê amig sa cond direç desconhec mund além terr natal cheg florest enfrent muit perig velh salgu cinzent destac arvor cont melod aprision pass florest fat ocorr amig ent frod ajud distint mor florest tom bombadil senh florest fat saír perig entr outr poi encontr criat tumul captur nov tom ajud poss diz est perd agor segu rum cidad bri encontr pôn saltit estal cidad acomod estal frod amig vão sal princip divert beb perig porqu dev pass desperceb fat acontec frod escorreg anel projet ded faz sum vist tod aí passolarg viaj err fal cham muit atenç ond dev sequ ser vist part poney saltit encontr muit perig cheg valfend cas elrond chef elf pi caval negr reil outr serv fiel saurom tent resgat anel persegu frod mont caval deix amig salv vau fic próx terr elf moment tud parec perd fug empreend bols elrond orden agu levant imped caval pass assim lev corrent após pass algum dia valfend decid anel pod fic lá lev montanh perd ond cri senh escur muit discuss frod oferec lev anel sab caminh ent cri sociedad anel form frod trê amig anã ginl legol elf florest passolarg borom gond final gandolf cinzent assim denomin comi anel nov part segu sempr inimig espreit cheg pass montanh caradhr imped segu fort nev ent decid ir dentr escur mor cidad montanh anõ aguard vez perig mort além ork encontr balrog serv sombr atac comi mag enfrent tod corag quebr pont pedr imped monstr pass ant cair jog chicot mag pern junt escur assim caiu gandolf cinzent rest consegu sair montanh mor pass perig comi incomplet golp fort perd mag gandolf segu frent tod dificuldad segu terr elf terr lothlórien rainh galadriel marid celeborn acolh ant trilh caminh adiant pass algum dia part complet miss fard pes sobr cuid frod bols nest mei temp sofr ataqu ork embosc borom gond tent tir anel forç consegu ent frod decid segu caminh so acab lev consig fiel amig samwais gang
40,Universo e história muito bem construídos e extremamente interessantes. Uma saga que todos devem ler.,4,univers histór bem constru extrem interess sag tod dev ler
41,"Depois de ler e me apaixonar pelo universo da Terra-Média através de O Hobbit, mal puder esperar para me encantar mais uma vez com a trilogia do Senhor dos Anéis. A história se passa vários anos após os acontecimento que levaram Bilbo a ser o possuidor do Um Anel e que felicidade senti ao reencontrar esse personagem tão querido logo nas primeiras páginas. A escrita pode parecer cansativa em alguns momentos devido a imensidão descritiva do autor, mas não deixei, em momento nenhum, de ficar cativada com todo o universo criado, mostrando a genialidade de Tolkien ao criar essa história poética e fantástica. Mal posso esperar para continuar acompanhando a jornada de Frodo pelos próximos livros.",5,ler apaixon univers através hobbit mal pud esper encant vez trilog senh anel histór pass vári ano após acontec lev bilb possu anel felic sent reencontr person tão quer log prim págin escrit pod parec cans algum moment dev imens descri autor deix moment nenhum fic cativ tod univers cri mostr genial tolkien cri histór poé fant mal poss esper continu acompanh jorn frod próx livr
42,"Ah Tolkien...
Ler e reler O Senhor dos Aneis é ter a certeza de mergulhar em.uma narrativa que me transporta para outro mundo e toca meu coração. Todo mundo deveria ler essa obra várias vezes durante a vida, pois cada releitura remete adentrar no nosso íntimo e no caso dessa obra, de uma maneira mais que especial.",5,ah tolkien ler rel senh anel ter cert mergulh narr transport outr mund toc coraçã tod mund dev ler obr vár vez dur vid poi cad releit remet adentr íntim cas dess obr man espec
43,"There and back again...
Não cabe em palavras o quanto gosto de Tolkien, e como foi maravilhoso voltar a terra média após a leitura de ""O Hobbit"".

Senhor dos Anéis conta a história após Hobbit, acompanhando agora o sobrinho de Bilbo, a quem deixou O anel como herança antes de sair para sua última aventura. O livro mostra como Frodo e seus companheiros desbravam a Terra Media, nos mostrando lugares incríveis.

Tolkien é extremamente descritivo o que pode deixar a leitura mais lenta, mas isso de jeito nenhum é um problema, só mostra o quanto o autor era criativo, e aguça nossa imaginação no processo também.

Sempre fui fascinada pelos filmes e ver que o mesmo foi fiel na medida do possível é uma grande satisfação.",5,ther and back again cab palavr quant gost tolkien maravilh volt terr méd após leit hobbit senh anel cont histór após hobbit acompanh agor sobr bilb deix anel heranç ant sair últ avent livr mostr frod companh desbr terr med mostr lug incr tolkien extrem descri pod deix leit lent jeit nenhum problem mostr quant autor cria aguç imagin process sempr fascin film ver fiel med possível grand satisf
44,"Maravilhoso
A riqueza dos detalhes e dos personagens com suas características, torna o livro realmente fantástico. Conhecer toda a história contada nos filmes pelo olho detalhista do escritor é uma experiência ímpar. Iniciando de imediato o segundo livro.",5,maravilh riqu detalh person caracterís torn livr real fant conhec tod histór cont film olh detalh escri experi ímp inici imediat segund livr
45,"Um livro para quem quer sentir em casa
Esse livro pode ser um pouco mal compreendido por causa da sua linguagem um tanto arcaica, mas, sinceramente, é o pior motivo para você não ler porque não passa de uma desculpinha esfarrapada.

O começo pode ser um pouco difícil, mas descobrir as coisas ao invés de serem explicadas é muito mais legal. Sempre qie você aprende ou conhece algo, dá vontade de, simplesmente, aprender tudo sobre.

A amizade, a lealdade e a confiança são muito bem tratadas e a magia é algo tão natural quanto a necessidade de beber água. Definitivamente a magia existe e vive dentro desta história.",5,livr qu sent cas livr pod pouc mal compreend caus lingu tant arca sinc pi motiv ler porqu pass desculp esfarrap começ pod pouc difícil descobr cois invé ser explic legal sempr qie aprend conhec alg dá vontad simples aprend tud sobr amizad lealdad confianç bem trat mag alg tão natur quant necess beb águ definitiv mag exist viv dentr dest histór
46,"Nas primeiras 100 páginas
Foi complicado nas primeiras 100 páginas uma leitura muito arrastada; entretanto assim que entram em valfenda o livro se transforma e a história simplesmente fica sensacional.
Dica: Não desistam dele nas primeiras 100 páginas.",5,prim págin complic prim págin leit arrast entretant assim entr valfend livr transform histór simples fic sensac dic desist prim págin
47,"Maravilhoso
Essa é uma releitura desse clássico da literatura. Sou fã do autor desde minha primeira leitura do livro e claro, desde quando assisti os filmes.
Quero dizer q essa edição ficou linda e a tradução e revisão ficaram ótimas, na minha opinião a leitura ficou mais leve e o autor foi honrado.
No mais recomendo a leitura pra quem é um leitor apaixonado pelos livros e por uma história épica, envolvente e poética ao mesmo tempo. Tolkien estava em outro nível e ainda está.",5,maravilh releit dess cláss literat fã autor desd prim leit livr clar desd assist film quer diz q ediç fic lind traduç revis fic ótim opin leit fic lev autor honr recom leit pra leit apaixon livr histór épic envolv poé temp tolkien outr nível aind
48,"Sociedade Do Anel
Primeiro livro da trilogia do senhor dos anéis, ficou receoso de ler pois sei que a obra foi muito abandonada pelos leitores. Porém, o início que alguns consideram difícil foi o que me motivou para continuar a obra. O livro deixa você querendo saber mais dos eventos que ocorreram antes da trilogia e os que ocorrerão depois, cada personagem tem seu carisma, a descrição dos ambientes é brilhante e o plano de fundo mais ainda. por mais que tenha sido maçante algumas partes, valeu muito a pena.",5,sociedad anel prim livr trilog senh anel fic rece ler poi sei obr abandon leit porém iníci algum consid difícil motiv continu obr livr deix quer sab event ocorr ant trilog ocorr cad person carism descr ambi brilh plan fund aind sid maç algum part val pen
49,"Demorei mais terminei
Tentei ler esse livro 3 vezes (a primeira vez foi com treze anos). Depois de adquirir uma leve carga literária na bagagem consegui terminar essa obra genial!
O senhor dos anéis dispensa apresentações, mas se tem algo que nos atrai nesta épica história é a humanidade dos personagens. Não há nada de especial em Frodo Bolseiro, não conseguimos ver grandes qualidades no herói. Não tem poderes mágicos nem uma sabedoria profunda. Um simples Hobbit. E é justamente isso que torna a história envolvente. Será que ele cumprirá sua missão ou sucumbirá ao poder do Um Anel para governar à todos?

Não vejo a hora de ler os próximos

Obs: nunca assisti os filmes",5,demor termin tent ler livr vez prim vez trez ano adquir lev carg literár bag consegu termin obr gen senh anel dispens apresent alg atr nest épic histór human person nad espec frod bols consegu ver grand qual heró pod mágic sabed profund simpl hobbit just torn histór envolv cumprir miss sucumbir pod anel govern tod vej hor ler próx ob nunc assist film
